date_id,date,year,month,day
75,2019-03-16,2019,3,16
76,2019-03-17,2019,3,17
77,2019-03-18,2019,3,18
78,2019-03-19,2019,3,19
79,2019-03-20,2019,3,20
80,2019-03-21,2019,3,21
81,2019-03-22,2019,3,22
82,2019-03-23,2019,3,23
83,2019-03-24,2019,3,24
84,2019-03-25,2019,3,25
85,2019-03-26,2019,3,26
86,2019-03-27,2019,3,27
87,2019-03-28,2019,3,28
88,2019-03-29,2019,3,29
89,2019-03-30,2019,3,30
90,2019-03-31,2019,3,31
91,2019-04-01,2019,4,1
92,2019-04-02,2019,4,2
93,2019-04-03,2019,4,3
94,2019-04-04,2019,4,4
95,2019-04-05,2019,4,5
96,2019-04-06,2019,4,6
97,2019-04-07,2019,4,7
98,2019-04-08,2019,4,8
99,2019-04-09,2019,4,9
100,2019-04-10,2019,4,10
101,2019-04-11,2019,4,11
102,2019-04-12,2019,4,12
103,2019-04-13,2019,4,13
104,2019-04-14,2019,4,14
105,2019-04-15,2019,4,15
106,2019-04-16,2019,4,16
107,2019-04-17,2019,4,17
108,2019-04-18,2019,4,18
109,2019-04-19,2019,4,19
110,2019-04-20,2019,4,20
111,2019-04-21,2019,4,21
112,2019-04-22,2019,4,22
113,2019-04-23,2019,4,23
114,2019-04-24,2019,4,24
115,2019-04-25,2019,4,25
116,2019-04-26,2019,4,26
117,2019-04-27,2019,4,27
118,2019-04-28,2019,4,28
119,2019-04-29,2019,4,29
120,2019-04-30,2019,4,30
121,2019-05-01,2019,5,1
122,2019-05-02,2019,5,2
123,2019-05-03,2019,5,3
124,2019-05-04,2019,5,4
125,2019-05-05,2019,5,5
126,2019-05-06,2019,5,6
127,2019-05-07,2019,5,7
128,2019-05-08,2019,5,8
129,2019-05-09,2019,5,9
130,2019-05-10,2019,5,10
131,2019-05-11,2019,5,11
132,2019-05-12,2019,5,12
133,2019-05-13,2019,5,13
134,2019-05-14,2019,5,14
135,2019-05-15,2019,5,15
136,2019-05-16,2019,5,16
137,2019-05-17,2019,5,17
138,2019-05-18,2019,5,18
139,2019-05-19,2019,5,19
140,2019-05-20,2019,5,20
141,2019-05-21,2019,5,21
142,2019-05-22,2019,5,22
143,2019-05-23,2019,5,23
144,2019-05-24,2019,5,24
145,2019-05-25,2019,5,25
146,2019-05-26,2019,5,26
147,2019-05-27,2019,5,27
148,2019-05-28,2019,5,28
149,2019-05-29,2019,5,29
150,2019-05-30,2019,5,30
151,2019-05-31,2019,5,31
152,2019-06-01,2019,6,1
153,2019-06-02,2019,6,2
154,2019-06-03,2019,6,3
155,2019-06-04,2019,6,4
156,2019-06-05,2019,6,5
157,2019-06-06,2019,6,6
158,2019-06-07,2019,6,7
159,2019-06-08,2019,6,8
160,2019-06-09,2019,6,9
161,2019-06-10,2019,6,10
162,2019-06-11,2019,6,11
163,2019-06-12,2019,6,12
164,2019-06-13,2019,6,13
165,2019-06-14,2019,6,14
166,2019-06-15,2019,6,15
167,2019-06-16,2019,6,16
168,2019-06-17,2019,6,17
169,2019-06-18,2019,6,18
170,2019-06-19,2019,6,19
171,2019-06-20,2019,6,20
172,2019-06-21,2019,6,21
173,2019-06-22,2019,6,22
174,2019-06-23,2019,6,23
175,2019-06-24,2019,6,24
176,2019-06-25,2019,6,25
177,2019-06-26,2019,6,26
178,2019-06-27,2019,6,27
179,2019-06-28,2019,6,28
180,2019-06-29,2019,6,29
181,2019-06-30,2019,6,30
182,2019-07-01,2019,7,1
183,2019-07-02,2019,7,2
184,2019-07-03,2019,7,3
185,2019-07-04,2019,7,4
186,2019-07-05,2019,7,5
187,2019-07-06,2019,7,6
188,2019-07-07,2019,7,7
189,2019-07-08,2019,7,8
190,2019-07-09,2019,7,9
191,2019-07-10,2019,7,10
192,2019-07-11,2019,7,11
193,2019-07-12,2019,7,12
194,2019-07-13,2019,7,13
195,2019-07-14,2019,7,14
196,2019-07-15,2019,7,15
197,2019-07-16,2019,7,16
198,2019-07-17,2019,7,17
199,2019-07-18,2019,7,18
200,2019-07-19,2019,7,19
201,2019-07-20,2019,7,20
202,2019-07-21,2019,7,21
203,2019-07-22,2019,7,22
204,2019-07-23,2019,7,23
205,2019-07-24,2019,7,24
206,2019-07-25,2019,7,25
207,2019-07-26,2019,7,26
208,2019-07-27,2019,7,27
209,2019-07-28,2019,7,28
210,2019-07-29,2019,7,29
211,2019-07-30,2019,7,30
212,2019-07-31,2019,7,31
213,2019-08-01,2019,8,1
214,2019-08-02,2019,8,2
215,2019-08-03,2019,8,3
216,2019-08-04,2019,8,4
217,2019-08-05,2019,8,5
218,2019-08-06,2019,8,6
219,2019-08-07,2019,8,7
220,2019-08-08,2019,8,8
221,2019-08-09,2019,8,9
222,2019-08-10,2019,8,10
223,2019-08-11,2019,8,11
224,2019-08-12,2019,8,12
225,2019-08-13,2019,8,13
226,2019-08-14,2019,8,14
227,2019-08-15,2019,8,15
228,2019-08-16,2019,8,16
229,2019-08-17,2019,8,17
230,2019-08-18,2019,8,18
231,2019-08-19,2019,8,19
232,2019-08-20,2019,8,20
233,2019-08-21,2019,8,21
234,2019-08-22,2019,8,22
235,2019-08-23,2019,8,23
236,2019-08-24,2019,8,24
237,2019-08-25,2019,8,25
238,2019-08-26,2019,8,26
239,2019-08-27,2019,8,27
240,2019-08-28,2019,8,28
241,2019-08-29,2019,8,29
242,2019-08-30,2019,8,30
243,2019-08-31,2019,8,31
244,2019-09-01,2019,9,1
245,2019-09-02,2019,9,2
246,2019-09-03,2019,9,3
247,2019-09-04,2019,9,4
248,2019-09-05,2019,9,5
249,2019-09-06,2019,9,6
250,2019-09-07,2019,9,7
251,2019-09-08,2019,9,8
252,2019-09-09,2019,9,9
253,2019-09-10,2019,9,10
254,2019-09-11,2019,9,11
255,2019-09-12,2019,9,12
256,2019-09-13,2019,9,13
257,2019-09-14,2019,9,14
258,2019-09-15,2019,9,15
259,2019-09-16,2019,9,16
260,2019-09-17,2019,9,17
261,2019-09-18,2019,9,18
262,2019-09-19,2019,9,19
263,2019-09-20,2019,9,20
264,2019-09-21,2019,9,21
265,2019-09-22,2019,9,22
266,2019-09-23,2019,9,23
267,2019-09-24,2019,9,24
268,2019-09-25,2019,9,25
269,2019-09-26,2019,9,26
270,2019-09-27,2019,9,27
271,2019-09-28,2019,9,28
272,2019-09-29,2019,9,29
273,2019-09-30,2019,9,30
274,2019-10-01,2019,10,1
275,2019-10-02,2019,10,2
276,2019-10-03,2019,10,3
277,2019-10-04,2019,10,4
278,2019-10-05,2019,10,5
279,2019-10-06,2019,10,6
280,2019-10-07,2019,10,7
281,2019-10-08,2019,10,8
282,2019-10-09,2019,10,9
283,2019-10-10,2019,10,10
284,2019-10-11,2019,10,11
285,2019-10-12,2019,10,12
286,2019-10-13,2019,10,13
287,2019-10-14,2019,10,14
288,2019-10-15,2019,10,15
289,2019-10-16,2019,10,16
290,2019-10-17,2019,10,17
291,2019-10-18,2019,10,18
292,2019-10-19,2019,10,19
293,2019-10-20,2019,10,20
294,2019-10-21,2019,10,21
295,2019-10-22,2019,10,22
296,2019-10-23,2019,10,23
297,2019-10-24,2019,10,24
298,2019-10-25,2019,10,25
299,2019-10-26,2019,10,26
300,2019-10-27,2019,10,27
301,2019-10-28,2019,10,28
302,2019-10-29,2019,10,29
303,2019-10-30,2019,10,30
304,2019-10-31,2019,10,31
305,2019-11-01,2019,11,1
306,2019-11-02,2019,11,2
307,2019-11-03,2019,11,3
308,2019-11-04,2019,11,4
309,2019-11-05,2019,11,5
310,2019-11-06,2019,11,6
311,2019-11-07,2019,11,7
312,2019-11-08,2019,11,8
313,2019-11-09,2019,11,9
314,2019-11-10,2019,11,10
315,2019-11-11,2019,11,11
316,2019-11-12,2019,11,12
317,2019-11-13,2019,11,13
318,2019-11-14,2019,11,14
319,2019-11-15,2019,11,15
320,2019-11-16,2019,11,16
321,2019-11-17,2019,11,17
322,2019-11-18,2019,11,18
323,2019-11-19,2019,11,19
324,2019-11-20,2019,11,20
325,2019-11-21,2019,11,21
326,2019-11-22,2019,11,22
327,2019-11-23,2019,11,23
328,2019-11-24,2019,11,24
329,2019-11-25,2019,11,25
330,2019-11-26,2019,11,26
331,2019-11-27,2019,11,27
332,2019-11-28,2019,11,28
333,2019-11-29,2019,11,29
334,2019-11-30,2019,11,30
335,2019-12-01,2019,12,1
336,2019-12-02,2019,12,2
337,2019-12-03,2019,12,3
338,2019-12-04,2019,12,4
339,2019-12-05,2019,12,5
340,2019-12-06,2019,12,6
341,2019-12-07,2019,12,7
342,2019-12-08,2019,12,8
343,2019-12-09,2019,12,9
344,2019-12-10,2019,12,10
345,2019-12-11,2019,12,11
346,2019-12-12,2019,12,12
347,2019-12-13,2019,12,13
348,2019-12-14,2019,12,14
349,2019-12-15,2019,12,15
350,2019-12-16,2019,12,16
351,2019-12-17,2019,12,17
352,2019-12-18,2019,12,18
353,2019-12-19,2019,12,19
354,2019-12-20,2019,12,20
355,2019-12-21,2019,12,21
356,2019-12-22,2019,12,22
357,2019-12-23,2019,12,23
358,2019-12-24,2019,12,24
359,2019-12-25,2019,12,25
360,2019-12-26,2019,12,26
361,2019-12-27,2019,12,27
362,2019-12-28,2019,12,28
363,2019-12-29,2019,12,29
364,2019-12-30,2019,12,30
365,2019-12-31,2019,12,31
366,2020-01-01,2020,1,1
367,2020-01-02,2020,1,2
368,2020-01-03,2020,1,3
369,2020-01-04,2020,1,4
370,2020-01-05,2020,1,5
371,2020-01-06,2020,1,6
372,2020-01-07,2020,1,7
373,2020-01-08,2020,1,8
374,2020-01-09,2020,1,9
375,2020-01-10,2020,1,10
376,2020-01-11,2020,1,11
377,2020-01-12,2020,1,12
378,2020-01-13,2020,1,13
379,2020-01-14,2020,1,14
380,2020-01-15,2020,1,15
381,2020-01-16,2020,1,16
382,2020-01-17,2020,1,17
383,2020-01-18,2020,1,18
384,2020-01-19,2020,1,19
385,2020-01-20,2020,1,20
386,2020-01-21,2020,1,21
387,2020-01-22,2020,1,22
388,2020-01-23,2020,1,23
389,2020-01-24,2020,1,24
390,2020-01-25,2020,1,25
391,2020-01-26,2020,1,26
392,2020-01-27,2020,1,27
393,2020-01-28,2020,1,28
394,2020-01-29,2020,1,29
395,2020-01-30,2020,1,30
396,2020-01-31,2020,1,31
397,2020-02-01,2020,2,1
398,2020-02-02,2020,2,2
399,2020-02-03,2020,2,3
400,2020-02-04,2020,2,4
401,2020-02-05,2020,2,5
402,2020-02-06,2020,2,6
403,2020-02-07,2020,2,7
404,2020-02-08,2020,2,8
405,2020-02-09,2020,2,9
406,2020-02-10,2020,2,10
407,2020-02-11,2020,2,11
408,2020-02-12,2020,2,12
409,2020-02-13,2020,2,13
410,2020-02-14,2020,2,14
411,2020-02-15,2020,2,15
412,2020-02-16,2020,2,16
413,2020-02-17,2020,2,17
414,2020-02-18,2020,2,18
415,2020-02-19,2020,2,19
416,2020-02-20,2020,2,20
417,2020-02-21,2020,2,21
418,2020-02-22,2020,2,22
419,2020-02-23,2020,2,23
420,2020-02-24,2020,2,24
421,2020-02-25,2020,2,25
422,2020-02-26,2020,2,26
423,2020-02-27,2020,2,27
424,2020-02-28,2020,2,28
425,2020-02-29,2020,2,29
426,2020-03-01,2020,3,1
427,2020-03-02,2020,3,2
428,2020-03-03,2020,3,3
429,2020-03-04,2020,3,4
430,2020-03-05,2020,3,5
431,2020-03-06,2020,3,6
432,2020-03-07,2020,3,7
433,2020-03-08,2020,3,8
434,2020-03-09,2020,3,9
435,2020-03-10,2020,3,10
436,2020-03-11,2020,3,11
437,2020-03-12,2020,3,12
438,2020-03-13,2020,3,13
439,2020-03-14,2020,3,14
440,2020-03-15,2020,3,15
441,2020-03-16,2020,3,16
442,2020-03-17,2020,3,17
443,2020-03-18,2020,3,18
444,2020-03-19,2020,3,19
445,2020-03-20,2020,3,20
446,2020-03-21,2020,3,21
447,2020-03-22,2020,3,22
448,2020-03-23,2020,3,23
449,2020-03-24,2020,3,24
450,2020-03-25,2020,3,25
451,2020-03-26,2020,3,26
452,2020-03-27,2020,3,27
453,2020-03-28,2020,3,28
454,2020-03-29,2020,3,29
455,2020-03-30,2020,3,30
456,2020-03-31,2020,3,31
457,2020-04-01,2020,4,1
458,2020-04-02,2020,4,2
459,2020-04-03,2020,4,3
460,2020-04-04,2020,4,4
461,2020-04-05,2020,4,5
462,2020-04-06,2020,4,6
463,2020-04-07,2020,4,7
464,2020-04-08,2020,4,8
465,2020-04-09,2020,4,9
466,2020-04-10,2020,4,10
467,2020-04-11,2020,4,11
468,2020-04-12,2020,4,12
469,2020-04-13,2020,4,13
470,2020-04-14,2020,4,14
471,2020-04-15,2020,4,15
472,2020-04-16,2020,4,16
473,2020-04-17,2020,4,17
474,2020-04-18,2020,4,18
475,2020-04-19,2020,4,19
476,2020-04-20,2020,4,20
477,2020-04-21,2020,4,21
478,2020-04-22,2020,4,22
479,2020-04-23,2020,4,23
480,2020-04-24,2020,4,24
481,2020-04-25,2020,4,25
482,2020-04-26,2020,4,26
483,2020-04-27,2020,4,27
484,2020-04-28,2020,4,28
485,2020-04-29,2020,4,29
486,2020-04-30,2020,4,30
487,2020-05-01,2020,5,1
488,2020-05-02,2020,5,2
489,2020-05-03,2020,5,3
490,2020-05-04,2020,5,4
491,2020-05-05,2020,5,5
492,2020-05-06,2020,5,6
493,2020-05-07,2020,5,7
494,2020-05-08,2020,5,8
495,2020-05-09,2020,5,9
496,2020-05-10,2020,5,10
497,2020-05-11,2020,5,11
498,2020-05-12,2020,5,12
499,2020-05-13,2020,5,13
500,2020-05-14,2020,5,14
501,2020-05-15,2020,5,15
502,2020-05-16,2020,5,16
503,2020-05-17,2020,5,17
504,2020-05-18,2020,5,18
505,2020-05-19,2020,5,19
506,2020-05-20,2020,5,20
507,2020-05-21,2020,5,21
508,2020-05-22,2020,5,22
509,2020-05-23,2020,5,23
510,2020-05-24,2020,5,24
511,2020-05-25,2020,5,25
512,2020-05-26,2020,5,26
513,2020-05-27,2020,5,27
514,2020-05-28,2020,5,28
515,2020-05-29,2020,5,29
516,2020-05-30,2020,5,30
517,2020-05-31,2020,5,31
518,2020-06-01,2020,6,1
519,2020-06-02,2020,6,2
520,2020-06-03,2020,6,3
521,2020-06-04,2020,6,4
522,2020-06-05,2020,6,5
523,2020-06-06,2020,6,6
524,2020-06-07,2020,6,7
525,2020-06-08,2020,6,8
526,2020-06-09,2020,6,9
527,2020-06-10,2020,6,10
528,2020-06-11,2020,6,11
529,2020-06-12,2020,6,12
530,2020-06-13,2020,6,13
531,2020-06-14,2020,6,14
532,2020-06-15,2020,6,15
533,2020-06-16,2020,6,16
534,2020-06-17,2020,6,17
535,2020-06-18,2020,6,18
536,2020-06-19,2020,6,19
537,2020-06-20,2020,6,20
538,2020-06-21,2020,6,21
539,2020-06-22,2020,6,22
540,2020-06-23,2020,6,23
541,2020-06-24,2020,6,24
542,2020-06-25,2020,6,25
543,2020-06-26,2020,6,26
544,2020-06-27,2020,6,27
545,2020-06-28,2020,6,28
546,2020-06-29,2020,6,29
547,2020-06-30,2020,6,30
548,2020-07-01,2020,7,1
549,2020-07-02,2020,7,2
550,2020-07-03,2020,7,3
551,2020-07-04,2020,7,4
552,2020-07-05,2020,7,5
553,2020-07-06,2020,7,6
554,2020-07-07,2020,7,7
555,2020-07-08,2020,7,8
556,2020-07-09,2020,7,9
557,2020-07-10,2020,7,10
558,2020-07-11,2020,7,11
559,2020-07-12,2020,7,12
560,2020-07-13,2020,7,13
561,2020-07-14,2020,7,14
562,2020-07-15,2020,7,15
563,2020-07-16,2020,7,16
564,2020-07-17,2020,7,17
565,2020-07-18,2020,7,18
566,2020-07-19,2020,7,19
567,2020-07-20,2020,7,20
568,2020-07-21,2020,7,21
569,2020-07-22,2020,7,22
570,2020-07-23,2020,7,23
571,2020-07-24,2020,7,24
572,2020-07-25,2020,7,25
573,2020-07-26,2020,7,26
574,2020-07-27,2020,7,27
575,2020-07-28,2020,7,28
576,2020-07-29,2020,7,29
577,2020-07-30,2020,7,30
578,2020-07-31,2020,7,31
579,2020-08-01,2020,8,1
580,2020-08-02,2020,8,2
581,2020-08-03,2020,8,3
582,2020-08-04,2020,8,4
583,2020-08-05,2020,8,5
584,2020-08-06,2020,8,6
585,2020-08-07,2020,8,7
586,2020-08-08,2020,8,8
587,2020-08-09,2020,8,9
588,2020-08-10,2020,8,10
589,2020-08-11,2020,8,11
590,2020-08-12,2020,8,12
591,2020-08-13,2020,8,13
592,2020-08-14,2020,8,14
593,2020-08-15,2020,8,15
594,2020-08-16,2020,8,16
595,2020-08-17,2020,8,17
596,2020-08-18,2020,8,18
597,2020-08-19,2020,8,19
598,2020-08-20,2020,8,20
599,2020-08-21,2020,8,21
600,2020-08-22,2020,8,22
601,2020-08-23,2020,8,23
602,2020-08-24,2020,8,24
603,2020-08-25,2020,8,25
604,2020-08-26,2020,8,26
605,2020-08-27,2020,8,27
606,2020-08-28,2020,8,28
607,2020-08-29,2020,8,29
608,2020-08-30,2020,8,30
609,2020-08-31,2020,8,31
610,2020-09-01,2020,9,1
611,2020-09-02,2020,9,2
612,2020-09-03,2020,9,3
613,2020-09-04,2020,9,4
614,2020-09-05,2020,9,5
615,2020-09-06,2020,9,6
616,2020-09-07,2020,9,7
617,2020-09-08,2020,9,8
618,2020-09-09,2020,9,9
619,2020-09-10,2020,9,10
620,2020-09-11,2020,9,11
621,2020-09-12,2020,9,12
622,2020-09-13,2020,9,13
623,2020-09-14,2020,9,14
624,2020-09-15,2020,9,15
625,2020-09-16,2020,9,16
626,2020-09-17,2020,9,17
627,2020-09-18,2020,9,18
628,2020-09-19,2020,9,19
629,2020-09-20,2020,9,20
630,2020-09-21,2020,9,21
631,2020-09-22,2020,9,22
632,2020-09-23,2020,9,23
633,2020-09-24,2020,9,24
634,2020-09-25,2020,9,25
635,2020-09-26,2020,9,26
636,2020-09-27,2020,9,27
637,2020-09-28,2020,9,28
638,2020-09-29,2020,9,29
639,2020-09-30,2020,9,30
640,2020-10-01,2020,10,1
641,2020-10-02,2020,10,2
642,2020-10-03,2020,10,3
643,2020-10-04,2020,10,4
644,2020-10-05,2020,10,5
645,2020-10-06,2020,10,6
646,2020-10-07,2020,10,7
647,2020-10-08,2020,10,8
648,2020-10-09,2020,10,9
649,2020-10-10,2020,10,10
650,2020-10-11,2020,10,11
651,2020-10-12,2020,10,12
652,2020-10-13,2020,10,13
653,2020-10-14,2020,10,14
654,2020-10-15,2020,10,15
655,2020-10-16,2020,10,16
656,2020-10-17,2020,10,17
657,2020-10-18,2020,10,18
658,2020-10-19,2020,10,19
659,2020-10-20,2020,10,20
660,2020-10-21,2020,10,21
661,2020-10-22,2020,10,22
662,2020-10-23,2020,10,23
663,2020-10-24,2020,10,24
664,2020-10-25,2020,10,25
665,2020-10-26,2020,10,26
666,2020-10-27,2020,10,27
667,2020-10-28,2020,10,28
668,2020-10-29,2020,10,29
669,2020-10-30,2020,10,30
670,2020-10-31,2020,10,31
671,2020-11-01,2020,11,1
672,2020-11-02,2020,11,2
673,2020-11-03,2020,11,3
674,2020-11-04,2020,11,4
675,2020-11-05,2020,11,5
676,2020-11-06,2020,11,6
677,2020-11-07,2020,11,7
678,2020-11-08,2020,11,8
679,2020-11-09,2020,11,9
680,2020-11-10,2020,11,10
681,2020-11-11,2020,11,11
682,2020-11-12,2020,11,12
683,2020-11-13,2020,11,13
684,2020-11-14,2020,11,14
685,2020-11-15,2020,11,15
686,2020-11-16,2020,11,16
687,2020-11-17,2020,11,17
688,2020-11-18,2020,11,18
689,2020-11-19,2020,11,19
690,2020-11-20,2020,11,20
691,2020-11-21,2020,11,21
692,2020-11-22,2020,11,22
693,2020-11-23,2020,11,23
694,2020-11-24,2020,11,24
695,2020-11-25,2020,11,25
696,2020-11-26,2020,11,26
697,2020-11-27,2020,11,27
698,2020-11-28,2020,11,28
699,2020-11-29,2020,11,29
700,2020-11-30,2020,11,30
701,2020-12-01,2020,12,1
702,2020-12-02,2020,12,2
703,2020-12-03,2020,12,3
704,2020-12-04,2020,12,4
705,2020-12-05,2020,12,5
706,2020-12-06,2020,12,6
707,2020-12-07,2020,12,7
708,2020-12-08,2020,12,8
709,2020-12-09,2020,12,9
710,2020-12-10,2020,12,10
711,2020-12-11,2020,12,11
712,2020-12-12,2020,12,12
713,2020-12-13,2020,12,13
714,2020-12-14,2020,12,14
715,2020-12-15,2020,12,15
716,2020-12-16,2020,12,16
717,2020-12-17,2020,12,17
718,2020-12-18,2020,12,18
719,2020-12-19,2020,12,19
720,2020-12-20,2020,12,20
721,2020-12-21,2020,12,21
722,2020-12-22,2020,12,22
723,2020-12-23,2020,12,23
724,2020-12-24,2020,12,24
725,2020-12-25,2020,12,25
726,2020-12-26,2020,12,26
727,2020-12-27,2020,12,27
728,2020-12-28,2020,12,28
729,2020-12-29,2020,12,29
730,2020-12-30,2020,12,30
731,2020-12-31,2020,12,31
732,2021-01-01,2021,1,1
733,2021-01-02,2021,1,2
734,2021-01-03,2021,1,3
735,2021-01-04,2021,1,4
736,2021-01-05,2021,1,5
737,2021-01-06,2021,1,6
738,2021-01-07,2021,1,7
739,2021-01-08,2021,1,8
740,2021-01-09,2021,1,9
741,2021-01-10,2021,1,10
742,2021-01-11,2021,1,11
743,2021-01-12,2021,1,12
744,2021-01-13,2021,1,13
745,2021-01-14,2021,1,14
746,2021-01-15,2021,1,15
747,2021-01-16,2021,1,16
748,2021-01-17,2021,1,17
749,2021-01-18,2021,1,18
750,2021-01-19,2021,1,19
751,2021-01-20,2021,1,20
752,2021-01-21,2021,1,21
753,2021-01-22,2021,1,22
754,2021-01-23,2021,1,23
755,2021-01-24,2021,1,24
756,2021-01-25,2021,1,25
757,2021-01-26,2021,1,26
758,2021-01-27,2021,1,27
759,2021-01-28,2021,1,28
760,2021-01-29,2021,1,29
761,2021-01-30,2021,1,30
762,2021-01-31,2021,1,31
763,2021-02-01,2021,2,1
764,2021-02-02,2021,2,2
765,2021-02-03,2021,2,3
766,2021-02-04,2021,2,4
767,2021-02-05,2021,2,5
768,2021-02-06,2021,2,6
769,2021-02-07,2021,2,7
770,2021-02-08,2021,2,8
771,2021-02-09,2021,2,9
772,2021-02-10,2021,2,10
773,2021-02-11,2021,2,11
774,2021-02-12,2021,2,12
775,2021-02-13,2021,2,13
776,2021-02-14,2021,2,14
777,2021-02-15,2021,2,15
778,2021-02-16,2021,2,16
779,2021-02-17,2021,2,17
780,2021-02-18,2021,2,18
781,2021-02-19,2021,2,19
782,2021-02-20,2021,2,20
783,2021-02-21,2021,2,21
784,2021-02-22,2021,2,22
785,2021-02-23,2021,2,23
786,2021-02-24,2021,2,24
787,2021-02-25,2021,2,25
788,2021-02-26,2021,2,26
789,2021-02-27,2021,2,27
790,2021-02-28,2021,2,28
791,2021-03-01,2021,3,1
792,2021-03-02,2021,3,2
793,2021-03-03,2021,3,3
794,2021-03-04,2021,3,4
795,2021-03-05,2021,3,5
796,2021-03-06,2021,3,6
797,2021-03-07,2021,3,7
798,2021-03-08,2021,3,8
799,2021-03-09,2021,3,9
800,2021-03-10,2021,3,10
801,2021-03-11,2021,3,11
802,2021-03-12,2021,3,12
803,2021-03-13,2021,3,13
804,2021-03-14,2021,3,14
805,2021-03-15,2021,3,15
806,2021-03-16,2021,3,16
807,2021-03-17,2021,3,17
808,2021-03-18,2021,3,18
809,2021-03-19,2021,3,19
810,2021-03-20,2021,3,20
811,2021-03-21,2021,3,21
812,2021-03-22,2021,3,22
813,2021-03-23,2021,3,23
814,2021-03-24,2021,3,24
815,2021-03-25,2021,3,25
816,2021-03-26,2021,3,26
817,2021-03-27,2021,3,27
818,2021-03-28,2021,3,28
819,2021-03-29,2021,3,29
820,2021-03-30,2021,3,30
821,2021-03-31,2021,3,31
822,2021-04-01,2021,4,1
823,2021-04-02,2021,4,2
824,2021-04-03,2021,4,3
825,2021-04-04,2021,4,4
826,2021-04-05,2021,4,5
827,2021-04-06,2021,4,6
828,2021-04-07,2021,4,7
829,2021-04-08,2021,4,8
830,2021-04-09,2021,4,9
831,2021-04-10,2021,4,10
832,2021-04-11,2021,4,11
833,2021-04-12,2021,4,12
834,2021-04-13,2021,4,13
835,2021-04-14,2021,4,14
836,2021-04-15,2021,4,15
837,2021-04-16,2021,4,16
838,2021-04-17,2021,4,17
839,2021-04-18,2021,4,18
840,2021-04-19,2021,4,19
841,2021-04-20,2021,4,20
842,2021-04-21,2021,4,21
843,2021-04-22,2021,4,22
844,2021-04-23,2021,4,23
845,2021-04-24,2021,4,24
846,2021-04-25,2021,4,25
847,2021-04-26,2021,4,26
848,2021-04-27,2021,4,27
849,2021-04-28,2021,4,28
850,2021-04-29,2021,4,29
851,2021-04-30,2021,4,30
852,2021-05-01,2021,5,1
853,2021-05-02,2021,5,2
854,2021-05-03,2021,5,3
855,2021-05-04,2021,5,4
856,2021-05-05,2021,5,5
857,2021-05-06,2021,5,6
858,2021-05-07,2021,5,7
859,2021-05-08,2021,5,8
860,2021-05-09,2021,5,9
861,2021-05-10,2021,5,10
862,2021-05-11,2021,5,11
863,2021-05-12,2021,5,12
864,2021-05-13,2021,5,13
865,2021-05-14,2021,5,14
866,2021-05-15,2021,5,15
867,2021-05-16,2021,5,16
868,2021-05-17,2021,5,17
869,2021-05-18,2021,5,18
870,2021-05-19,2021,5,19
871,2021-05-20,2021,5,20
872,2021-05-21,2021,5,21
873,2021-05-22,2021,5,22
